member_id,churn_probability,rank
9326,0.5213,1385
9940,0.5213,1386
5764,0.5212,1387
4402,0.5212,1388
9488,0.5212,1389
5547,0.5212,1390
9235,0.5212,1391
4861,0.5211,1392
5643,0.5211,1393
3098,0.5211,1394
6855,0.521,1395
6203,0.521,1396
4324,0.521,1397
6017,0.521,1398
3945,0.521,1399
7710,0.5209,1400
2017,0.5209,1401
9878,0.5208,1402
7494,0.5208,1403
7297,0.5208,1404
7186,0.5208,1405
9403,0.5208,1406
8256,0.5208,1407
7292,0.5207,1408
9943,0.5206,1409
5810,0.5206,1410
4264,0.5205,1411
6689,0.5205,1412
5812,0.5205,1413
8903,0.5205,1414
5513,0.5205,1415
4267,0.5204,1416
9099,0.5204,1417
3947,0.5204,1418
1692,0.5204,1419
8523,0.5203,1420
5076,0.5203,1421
4707,0.5203,1422
2261,0.5202,1423
3826,0.5202,1424
5586,0.5202,1425
8071,0.5202,1426
1724,0.5201,1427
4645,0.5201,1428
4805,0.5201,1429
53,0.5201,1430
4449,0.52,1431
8002,0.52,1432
2879,0.52,1433
4991,0.52,1434
8082,0.5199,1435
3196,0.5199,1436
9473,0.5199,1437
1676,0.5199,1438
5713,0.5198,1439
2842,0.5197,1440
3541,0.5197,1441
612,0.5196,1442
1663,0.5196,1443
4793,0.5196,1444
1649,0.5196,1445
4278,0.5196,1446
472,0.5195,1447
4483,0.5195,1448
9253,0.5195,1449
5901,0.5194,1450
7556,0.5194,1451
3874,0.5194,1452
5348,0.5193,1453
8516,0.5193,1454
3222,0.5192,1455
5227,0.5192,1456
7012,0.5192,1457
1907,0.5192,1458
1179,0.5192,1459
1874,0.5191,1460
763,0.5191,1461
2533,0.5191,1462
4895,0.519,1463
4163,0.519,1464
250,0.5189,1465
4306,0.5189,1466
4391,0.5189,1467
992,0.5189,1468
8161,0.5189,1469
6224,0.5188,1470
9650,0.5188,1471
856,0.5188,1472
8566,0.5188,1473
3502,0.5188,1474
2529,0.5187,1475
539,0.5187,1476
9780,0.5187,1477
9879,0.5186,1478
4766,0.5186,1479
3549,0.5185,1480
6998,0.5185,1481
3491,0.5184,1482
3754,0.5184,1483
2979,0.5184,1484
9387,0.5184,1485
2148,0.5184,1486
8782,0.5184,1487
5531,0.5184,1488
7578,0.5183,1489
593,0.5183,1490
1732,0.5183,1491
9719,0.5183,1492
6592,0.5182,1493
5855,0.5181,1494
8889,0.5181,1495
8512,0.518,1496
2019,0.5179,1497
9082,0.5179,1498
6572,0.5179,1499
3793,0.5178,1500
7002,0.5178,1501
642,0.5178,1502
1202,0.5177,1503
1734,0.5177,1504
1198,0.5176,1505
5001,0.5176,1506
4629,0.5175,1507
8763,0.5174,1508
776,0.5173,1509
7334,0.5172,1510
7520,0.5172,1511
128,0.5172,1512
1700,0.5172,1513
740,0.5171,1514
5445,0.5171,1515
4205,0.517,1516
4654,0.517,1517
3570,0.517,1518
1330,0.5168,1519
4968,0.5168,1520
8794,0.5167,1521
546,0.5166,1522
3664,0.5166,1523
4357,0.5165,1524
3323,0.5164,1525
9117,0.5164,1526
6831,0.5164,1527
7564,0.5163,1528
9083,0.5163,1529
1447,0.5163,1530
5885,0.5162,1531
4995,0.5162,1532
4739,0.5162,1533
8346,0.5162,1534
7813,0.5162,1535
9810,0.5162,1536
5932,0.5162,1537
956,0.5161,1538
6901,0.516,1539
3349,0.516,1540
3679,0.5159,1541
5516,0.5156,1542
7162,0.5156,1543
7784,0.5156,1544
136,0.5155,1545
4729,0.5155,1546
5746,0.5155,1547
994,0.5153,1548
9684,0.5153,1549
1863,0.5153,1550
5068,0.5152,1551
7762,0.5152,1552
2045,0.5152,1553
1109,0.5151,1554
4709,0.5151,1555
1364,0.5149,1556
2875,0.5149,1557
6613,0.5149,1558
5331,0.5149,1559
2133,0.5148,1560
4069,0.5148,1561
1968,0.5148,1562
7771,0.5147,1563
6819,0.5147,1564
6196,0.5146,1565
3755,0.5146,1566
1404,0.5146,1567
4039,0.5145,1568
6154,0.5145,1569
6870,0.5145,1570
9210,0.5144,1571
2626,0.5144,1572
8726,0.5144,1573
174,0.5144,1574
1243,0.5144,1575
5396,0.5143,1576
735,0.5143,1577
9374,0.5142,1578
6756,0.5142,1579
4089,0.5142,1580
9729,0.5141,1581
2789,0.5141,1582
4484,0.5141,1583
2062,0.514,1584
3557,0.514,1585
5883,0.5139,1586
8395,0.5139,1587
6279,0.5139,1588
9667,0.5139,1589
8714,0.5138,1590
7576,0.5138,1591
7072,0.5138,1592
499,0.5138,1593
1190,0.5137,1594
8878,0.5137,1595
2192,0.5137,1596
1144,0.5135,1597
5410,0.5135,1598
1816,0.5135,1599
9778,0.5133,1600
8506,0.5132,1601
2510,0.5132,1602
1645,0.5132,1603
1888,0.5132,1604
5276,0.5132,1605
2861,0.5131,1606
387,0.513,1607
3518,0.513,1608
7280,0.513,1609
8083,0.513,1610
6008,0.5129,1611
2196,0.5129,1612
866,0.5127,1613
77,0.5127,1614
8193,0.5126,1615
8789,0.5126,1616
7844,0.5125,1617
1941,0.5125,1618
512,0.5124,1619
6445,0.5124,1620
9820,0.5123,1621
7719,0.5123,1622
3807,0.5122,1623
7662,0.5122,1624
4457,0.5122,1625
844,0.5122,1626
3380,0.5122,1627
5828,0.5122,1628
3893,0.5121,1629
9187,0.5121,1630
5301,0.5121,1631
9229,0.5121,1632
736,0.512,1633
6325,0.512,1634
8896,0.5119,1635
280,0.5119,1636
9515,0.5118,1637
592,0.5118,1638
1075,0.5117,1639
887,0.5117,1640
4432,0.5116,1641
2119,0.5116,1642
3194,0.5116,1643
9429,0.5115,1644
3319,0.5115,1645
9560,0.5115,1646
7996,0.5115,1647
6823,0.5114,1648
1032,0.5114,1649
2720,0.5114,1650
6215,0.5114,1651
8003,0.5113,1652
774,0.5113,1653
9410,0.5112,1654
2866,0.5112,1655
6359,0.5112,1656
5245,0.5112,1657
6536,0.5112,1658
1336,0.511,1659
3960,0.511,1660
3814,0.511,1661
4570,0.511,1662
1583,0.511,1663
7921,0.5109,1664
9401,0.5109,1665
5156,0.5108,1666
6650,0.5108,1667
985,0.5107,1668
2566,0.5107,1669
3692,0.5106,1670
3508,0.5106,1671
8942,0.5106,1672
3381,0.5106,1673
3301,0.5106,1674
1409,0.5105,1675
9692,0.5105,1676
4708,0.5105,1677
4655,0.5104,1678
62,0.5103,1679
2981,0.5103,1680
1554,0.5102,1681
5956,0.5102,1682
5940,0.5102,1683
2859,0.5102,1684
1930,0.5102,1685
6852,0.5101,1686
3741,0.5101,1687
751,0.5101,1688
8106,0.5101,1689
5976,0.51,1690
5219,0.51,1691
9135,0.51,1692
3231,0.51,1693
171,0.51,1694
4493,0.51,1695
4296,0.5099,1696
5315,0.5099,1697
4870,0.5099,1698
4419,0.5099,1699
2259,0.5098,1700
6621,0.5098,1701
6057,0.5097,1702
8463,0.5096,1703
1386,0.5095,1704
6104,0.5095,1705
7597,0.5095,1706
3104,0.5094,1707
7874,0.5094,1708
4811,0.5094,1709
3578,0.5093,1710
7202,0.5093,1711
7411,0.5092,1712
926,0.5092,1713
2837,0.5092,1714
4168,0.5091,1715
6634,0.5091,1716
4843,0.5091,1717
4898,0.5091,1718
3896,0.509,1719
6481,0.509,1720
8,0.509,1721
1549,0.509,1722
8655,0.5089,1723
4268,0.5089,1724
4482,0.5089,1725
5187,0.5089,1726
7992,0.5089,1727
1679,0.5088,1728
9227,0.5088,1729
2122,0.5087,1730
7639,0.5087,1731
4049,0.5086,1732
8235,0.5086,1733
798,0.5084,1734
7635,0.5084,1735
2284,0.5084,1736
4640,0.5084,1737
5278,0.5084,1738
2507,0.5083,1739
54,0.5083,1740
4014,0.5083,1741
548,0.5082,1742
3483,0.5082,1743
2304,0.5081,1744
3191,0.5081,1745
4498,0.5081,1746
852,0.508,1747
3635,0.508,1748
263,0.508,1749
4161,0.5079,1750
9928,0.5079,1751
4595,0.5078,1752
4145,0.5077,1753
3598,0.5077,1754
3879,0.5077,1755
5102,0.5076,1756
9869,0.5076,1757
3955,0.5076,1758
7757,0.5075,1759
2691,0.5075,1760
2729,0.5075,1761
6222,0.5075,1762
8842,0.5075,1763
9599,0.5075,1764
7931,0.5073,1765
7087,0.5073,1766
9743,0.5073,1767
5466,0.5073,1768
4078,0.5073,1769
2460,0.5072,1770
7752,0.5071,1771
246,0.5071,1772
818,0.5071,1773
3688,0.5071,1774
4277,0.5071,1775
4486,0.5071,1776
2668,0.507,1777
9501,0.5069,1778
7097,0.5067,1779
3167,0.5067,1780
6642,0.5067,1781
6534,0.5066,1782
7834,0.5066,1783
2059,0.5066,1784
9058,0.5065,1785
4883,0.5065,1786
7064,0.5065,1787
4926,0.5064,1788
1912,0.5064,1789
4242,0.5064,1790
1717,0.5064,1791
2651,0.5064,1792
5029,0.5063,1793
9069,0.5063,1794
7798,0.5063,1795
1893,0.5063,1796
871,0.5063,1797
5150,0.5063,1798
8200,0.5062,1799
4332,0.5062,1800
6437,0.5062,1801
1091,0.5062,1802
8080,0.5061,1803
5130,0.5061,1804
6995,0.506,1805
9569,0.506,1806
1068,0.506,1807
7095,0.506,1808
1010,0.506,1809
1294,0.506,1810
2562,0.506,1811
1812,0.5059,1812
5223,0.5058,1813
4649,0.5058,1814
6934,0.5058,1815
2486,0.5057,1816
410,0.5057,1817
8934,0.5056,1818
3907,0.5056,1819
2474,0.5055,1820
6296,0.5055,1821
3020,0.5055,1822
8892,0.5055,1823
3070,0.5054,1824
2108,0.5054,1825
8851,0.5054,1826
6993,0.5053,1827
6869,0.5052,1828
7845,0.5052,1829
3334,0.5052,1830
9417,0.5051,1831
6550,0.5051,1832
9010,0.5051,1833
601,0.5051,1834
7904,0.5051,1835
604,0.5051,1836
7017,0.505,1837
1839,0.5049,1838
7534,0.5049,1839
980,0.5049,1840
8640,0.5049,1841
2015,0.5049,1842
6285,0.5049,1843
9989,0.5048,1844
8687,0.5048,1845
1408,0.5048,1846
9131,0.5048,1847
1272,0.5047,1848
2277,0.5046,1849
9269,0.5045,1850
3410,0.5045,1851
2758,0.5045,1852
8731,0.5044,1853
6593,0.5044,1854
4816,0.5044,1855
6879,0.5044,1856
5361,0.5044,1857
8312,0.5043,1858
5670,0.5042,1859
7419,0.5041,1860
5623,0.5041,1861
2060,0.5041,1862
1775,0.5041,1863
7067,0.504,1864
8370,0.504,1865
470,0.504,1866
5787,0.504,1867
4760,0.504,1868
570,0.5038,1869
9385,0.5038,1870
5099,0.5038,1871
5835,0.5038,1872
5457,0.5037,1873
5240,0.5037,1874
7933,0.5037,1875
8853,0.5037,1876
6598,0.5035,1877
3434,0.5035,1878
6184,0.5035,1879
8047,0.5035,1880
9201,0.5035,1881
4559,0.5035,1882
6801,0.5035,1883
807,0.5034,1884
1674,0.5034,1885
3532,0.5034,1886
1903,0.5033,1887
4891,0.5033,1888
9357,0.5033,1889
2445,0.5033,1890
8709,0.5033,1891
6929,0.5032,1892
9755,0.5032,1893
680,0.5032,1894
6976,0.5032,1895
6876,0.5031,1896
551,0.5031,1897
5142,0.5031,1898
1217,0.503,1899
3266,0.503,1900
9463,0.503,1901
6679,0.503,1902
7987,0.5029,1903
6446,0.5029,1904
594,0.5029,1905
5514,0.5029,1906
2531,0.5029,1907
9634,0.5028,1908
8766,0.5028,1909
1001,0.5028,1910
3164,0.5028,1911
7223,0.5027,1912
4369,0.5027,1913
8758,0.5026,1914
9059,0.5026,1915
8230,0.5026,1916
5008,0.5026,1917
5176,0.5026,1918
270,0.5026,1919
7627,0.5025,1920
9221,0.5025,1921
1494,0.5025,1922
7347,0.5025,1923
1618,0.5025,1924
6829,0.5025,1925
7857,0.5024,1926
4901,0.5024,1927
971,0.5024,1928
5971,0.5024,1929
1779,0.5023,1930
3821,0.5023,1931
5401,0.5023,1932
1036,0.5023,1933
6885,0.5022,1934
4489,0.5022,1935
6409,0.5022,1936
9504,0.5021,1937
6475,0.502,1938
3687,0.502,1939
5551,0.502,1940
7257,0.502,1941
9806,0.5019,1942
4334,0.5019,1943
9915,0.5019,1944
6694,0.5019,1945
3895,0.5019,1946
8184,0.5019,1947
3236,0.5018,1948
824,0.5018,1949
1682,0.5018,1950
4374,0.5017,1951
3948,0.5017,1952
167,0.5017,1953
5377,0.5017,1954
8652,0.5016,1955
7188,0.5015,1956
6937,0.5015,1957
6715,0.5015,1958
6058,0.5015,1959
9933,0.5014,1960
7047,0.5014,1961
9241,0.5013,1962
4098,0.5013,1963
6506,0.5013,1964
4618,0.5012,1965
2123,0.5012,1966
4966,0.5012,1967
1869,0.5011,1968
175,0.5011,1969
8354,0.5011,1970
2452,0.5011,1971
8557,0.5011,1972
9730,0.501,1973
2527,0.501,1974
3519,0.5009,1975
1,0.5009,1976
5582,0.5008,1977
81,0.5007,1978
2575,0.5006,1979
9103,0.5006,1980
7743,0.5005,1981
7361,0.5005,1982
3581,0.5005,1983
7878,0.5005,1984
1252,0.5005,1985
7074,0.5004,1986
5701,0.5004,1987
1133,0.5004,1988
8381,0.5003,1989
2769,0.5003,1990
9815,0.5003,1991
3079,0.5002,1992
2171,0.5002,1993
3081,0.5002,1994
892,0.5002,1995
6648,0.5001,1996
5290,0.5001,1997
9534,0.5001,1998
6269,0.5,1999
9706,0.5,2000
4925,0.5,2001
1662,0.5,2002
3142,0.5,2003
8148,0.4999,2004
7504,0.4999,2005
6618,0.4997,2006
9145,0.4996,2007
2316,0.4996,2008
2952,0.4995,2009
2947,0.4995,2010
3894,0.4995,2011
50,0.4995,2012
5592,0.4993,2013
8386,0.4992,2014
8086,0.4992,2015
8606,0.4992,2016
7595,0.4991,2017
8433,0.4991,2018
3110,0.4991,2019
5147,0.4991,2020
433,0.4991,2021
8519,0.499,2022
7099,0.4989,2023
8966,0.4989,2024
3530,0.4989,2025
6192,0.4989,2026
9895,0.4989,2027
36,0.4988,2028
6958,0.4988,2029
7890,0.4988,2030
4761,0.4988,2031
4796,0.4988,2032
5437,0.4987,2033
4672,0.4987,2034
2710,0.4986,2035
8936,0.4986,2036
2338,0.4986,2037
5269,0.4986,2038
5027,0.4986,2039
1361,0.4986,2040
8747,0.4986,2041
9585,0.4985,2042
3282,0.4985,2043
4492,0.4984,2044
3503,0.4984,2045
8216,0.4984,2046
656,0.4984,2047
3459,0.4984,2048
8974,0.4983,2049
3438,0.4983,2050
1108,0.4983,2051
6084,0.4983,2052
9331,0.4983,2053
3969,0.4982,2054
1665,0.4982,2055
4683,0.4982,2056
1225,0.4982,2057
3972,0.4982,2058
9234,0.4981,2059
1411,0.4981,2060
1881,0.4981,2061
4599,0.4981,2062
3377,0.498,2063
45,0.498,2064
6505,0.498,2065
8574,0.498,2066
5850,0.4979,2067
3558,0.4979,2068
8191,0.4978,2069
6866,0.4978,2070
1155,0.4977,2071
8642,0.4977,2072
1948,0.4977,2073
1718,0.4977,2074
2577,0.4977,2075
4542,0.4976,2076
3398,0.4976,2077
5704,0.4976,2078
2950,0.4976,2079
8735,0.4975,2080
464,0.4975,2081
7754,0.4975,2082
334,0.4975,2083
2408,0.4975,2084
1110,0.4975,2085
2421,0.4975,2086
5843,0.4975,2087
5868,0.4975,2088
1389,0.4974,2089
7337,0.4974,2090
6517,0.4974,2091
2086,0.4973,2092
1311,0.4973,2093
260,0.4973,2094
5424,0.4972,2095
506,0.4972,2096
341,0.4972,2097
3280,0.4972,2098
9048,0.4972,2099
5288,0.4971,2100
9803,0.4971,2101
757,0.4969,2102
1280,0.4969,2103
3345,0.4969,2104
1802,0.4969,2105
8699,0.4969,2106
8234,0.4968,2107
4150,0.4968,2108
9496,0.4968,2109
5884,0.4968,2110
5527,0.4967,2111
9148,0.4967,2112
9622,0.4967,2113
2749,0.4966,2114
4378,0.4966,2115
3487,0.4966,2116
1058,0.4966,2117
8337,0.4966,2118
9369,0.4966,2119
3726,0.4966,2120
7004,0.4965,2121
137,0.4965,2122
9629,0.4965,2123
3437,0.4965,2124
4405,0.4964,2125
7718,0.4964,2126
296,0.4964,2127
7164,0.4964,2128
2989,0.4964,2129
6354,0.4963,2130
8812,0.4963,2131
708,0.4963,2132
2771,0.4963,2133
1898,0.4962,2134
685,0.4962,2135
8999,0.4962,2136
9592,0.4962,2137
1859,0.496,2138
810,0.496,2139
5314,0.496,2140
4063,0.496,2141
4384,0.496,2142
2891,0.496,2143
562,0.4959,2144
2028,0.4959,2145
644,0.4959,2146
7922,0.4958,2147
9498,0.4958,2148
6588,0.4958,2149
166,0.4957,2150
8018,0.4957,2151
8841,0.4956,2152
1258,0.4956,2153
5712,0.4956,2154
9164,0.4956,2155
2335,0.4956,2156
1648,0.4955,2157
8171,0.4955,2158
5811,0.4954,2159
5799,0.4953,2160
633,0.4952,2161
8145,0.4952,2162
2285,0.4952,2163
9821,0.4952,2164
421,0.4952,2165
2406,0.4951,2166
1223,0.4951,2167
8533,0.4951,2168
2029,0.4951,2169
4178,0.4951,2170
3455,0.495,2171
8459,0.495,2172
2391,0.495,2173
7817,0.495,2174
8590,0.495,2175
8326,0.495,2176
7714,0.495,2177
3810,0.4949,2178
1621,0.4949,2179
9006,0.4949,2180
4223,0.4949,2181
7625,0.4948,2182
7519,0.4948,2183
8123,0.4948,2184
8045,0.4948,2185
1809,0.4947,2186
7009,0.4947,2187
5691,0.4947,2188
3551,0.4947,2189
808,0.4946,2190
1670,0.4946,2191
6502,0.4946,2192
3976,0.4946,2193
2655,0.4945,2194
3695,0.4945,2195
3299,0.4945,2196
480,0.4945,2197
7951,0.4945,2198
7235,0.4944,2199
7621,0.4944,2200
8302,0.4943,2201
454,0.4943,2202
8888,0.4942,2203
942,0.4942,2204
8996,0.4942,2205
7707,0.4942,2206
4850,0.4942,2207
5440,0.4941,2208
311,0.4941,2209
4029,0.4941,2210
3602,0.4941,2211
8068,0.4941,2212
440,0.494,2213
9356,0.494,2214
8399,0.494,2215
109,0.4939,2216
2344,0.4939,2217
6454,0.4939,2218
517,0.4938,2219
5688,0.4937,2220
2643,0.4937,2221
1978,0.4937,2222
4817,0.4936,2223
3898,0.4936,2224
5804,0.4936,2225
6600,0.4936,2226
5381,0.4935,2227
7851,0.4935,2228
976,0.4935,2229
5875,0.4934,2230
7158,0.4934,2231
7303,0.4933,2232
7460,0.4933,2233
8563,0.4933,2234
4403,0.4933,2235
2007,0.4933,2236
5253,0.4932,2237
2918,0.4931,2238
1390,0.4931,2239
3453,0.493,2240
482,0.493,2241
667,0.493,2242
5234,0.493,2243
536,0.493,2244
3523,0.4929,2245
3669,0.4929,2246
8290,0.4928,2247
5908,0.4928,2248
6430,0.4928,2249
3449,0.4928,2250
9077,0.4927,2251
6761,0.4927,2252
6880,0.4927,2253
6218,0.4927,2254
831,0.4927,2255
5071,0.4926,2256
1178,0.4926,2257
2700,0.4926,2258
336,0.4926,2259
9936,0.4925,2260
5612,0.4925,2261
5495,0.4925,2262
8505,0.4925,2263
2757,0.4925,2264
7268,0.4924,2265
314,0.4924,2266
7059,0.4924,2267
1988,0.4923,2268
6082,0.4923,2269
3057,0.4923,2270
375,0.4923,2271
4948,0.4923,2272
5984,0.4923,2273
1527,0.4922,2274
1777,0.4921,2275
2615,0.492,2276
7667,0.4919,2277
6251,0.4919,2278
3256,0.4918,2279
5625,0.4918,2280
7807,0.4918,2281
6521,0.4918,2282
6676,0.4917,2283
6403,0.4916,2284
6371,0.4915,2285
2583,0.4915,2286
8277,0.4915,2287
3932,0.4915,2288
2161,0.4915,2289
3934,0.4915,2290
6902,0.4915,2291
8647,0.4915,2292
4638,0.4915,2293
2761,0.4915,2294
1488,0.4914,2295
4358,0.4914,2296
7696,0.4914,2297
3952,0.4913,2298
3564,0.4913,2299
8535,0.4913,2300
9663,0.4912,2301
1376,0.4912,2302
1143,0.4912,2303
7909,0.4912,2304
3838,0.4911,2305
3493,0.491,2306
7546,0.491,2307
9544,0.491,2308
1192,0.491,2309
2569,0.491,2310
8156,0.491,2311
4455,0.4909,2312
75,0.4909,2313
7294,0.4909,2314
5795,0.4908,2315
8091,0.4908,2316
9442,0.4908,2317
3828,0.4908,2318
5320,0.4907,2319
8582,0.4907,2320
3542,0.4907,2321
5909,0.4907,2322
7681,0.4907,2323
7970,0.4907,2324
2109,0.4907,2325
4846,0.4906,2326
6127,0.4906,2327
8924,0.4905,2328
2530,0.4905,2329
5683,0.4904,2330
7512,0.4904,2331
4353,0.4904,2332
5777,0.4903,2333
9823,0.4903,2334
890,0.4903,2335
1723,0.4902,2336
7457,0.4902,2337
4593,0.4901,2338
5209,0.4901,2339
6280,0.4901,2340
2405,0.4901,2341
337,0.4899,2342
4081,0.4899,2343
1019,0.4899,2344
8185,0.4899,2345
7475,0.4899,2346
5368,0.4899,2347
7065,0.4899,2348
8748,0.4899,2349
2079,0.4898,2350
3302,0.4898,2351
9206,0.4897,2352
6088,0.4897,2353
8816,0.4897,2354
9889,0.4897,2355
3064,0.4897,2356
1992,0.4896,2357
7364,0.4896,2358
2366,0.4895,2359
7289,0.4895,2360
4038,0.4895,2361
6749,0.4895,2362
3158,0.4895,2363
7409,0.4894,2364
5028,0.4894,2365
5101,0.4894,2366
1803,0.4894,2367
6468,0.4894,2368
6482,0.4893,2369
3283,0.4892,2370
7181,0.4892,2371
1937,0.4892,2372
5392,0.4892,2373
4017,0.4892,2374
6900,0.4892,2375
1304,0.4892,2376
5275,0.4891,2377
332,0.4891,2378
4724,0.4891,2379
3310,0.4891,2380
4513,0.4891,2381
7934,0.489,2382
1083,0.489,2383
3140,0.4889,2384
4105,0.4889,2385
5887,0.4888,2386
4711,0.4888,2387
7948,0.4888,2388
1323,0.4887,2389
8693,0.4887,2390
5002,0.4886,2391
2669,0.4886,2392
5168,0.4886,2393
3308,0.4885,2394
9904,0.4885,2395
1542,0.4885,2396
7800,0.4885,2397
938,0.4884,2398
8898,0.4884,2399
8004,0.4884,2400
1465,0.4884,2401
5312,0.4884,2402
6199,0.4883,2403
4636,0.4882,2404
8293,0.4882,2405
9740,0.4882,2406
6013,0.4881,2407
3560,0.4881,2408
1778,0.4881,2409
4674,0.4881,2410
3049,0.488,2411
4028,0.488,2412
9712,0.488,2413
8971,0.488,2414
6747,0.4879,2415
9321,0.4879,2416
6284,0.4879,2417
6585,0.4879,2418
5268,0.4879,2419
2921,0.4879,2420
7373,0.4878,2421
9390,0.4878,2422
8198,0.4878,2423
8715,0.4878,2424
5251,0.4878,2425
5718,0.4877,2426
1690,0.4877,2427
3737,0.4877,2428
8363,0.4877,2429
1026,0.4877,2430
2493,0.4877,2431
865,0.4876,2432
444,0.4875,2433
2877,0.4875,2434
2292,0.4874,2435
284,0.4872,2436
6760,0.4871,2437
150,0.4871,2438
2170,0.4871,2439
6601,0.4871,2440
3277,0.4871,2441
9530,0.4871,2442
6684,0.487,2443
6986,0.487,2444
9240,0.4869,2445
9620,0.4869,2446
4961,0.4869,2447
1963,0.4869,2448
6067,0.4869,2449
8807,0.4869,2450
233,0.4868,2451
4597,0.4868,2452
7339,0.4868,2453
6663,0.4868,2454
5449,0.4868,2455
9303,0.4867,2456
3788,0.4867,2457
3784,0.4867,2458
5478,0.4867,2459
3840,0.4867,2460
503,0.4867,2461
2351,0.4867,2462
3442,0.4866,2463
712,0.4866,2464
850,0.4866,2465
2278,0.4866,2466
5297,0.4866,2467
6080,0.4866,2468
353,0.4865,2469
9353,0.4865,2470
1519,0.4865,2471
2630,0.4865,2472
1081,0.4865,2473
2821,0.4864,2474
1855,0.4864,2475
5689,0.4864,2476
9773,0.4864,2477
9406,0.4864,2478
9358,0.4863,2479
3609,0.4863,2480
8493,0.4863,2481
9799,0.4863,2482
7038,0.4862,2483
3454,0.4862,2484
5344,0.4862,2485
7330,0.486,2486
2341,0.486,2487
6197,0.486,2488
2917,0.486,2489
8784,0.4859,2490
902,0.4859,2491
5953,0.4859,2492
9190,0.4859,2493
8214,0.4859,2494
5748,0.4858,2495
791,0.4858,2496
1452,0.4858,2497
7283,0.4858,2498
3045,0.4857,2499
9054,0.4856,2500
578,0.4855,2501
7063,0.4855,2502
9260,0.4855,2503
3610,0.4855,2504
4656,0.4854,2505
9470,0.4854,2506
6713,0.4854,2507
4541,0.4854,2508
7746,0.4854,2509
2427,0.4854,2510
7790,0.4853,2511
2928,0.4853,2512
8879,0.4852,2513
4385,0.4852,2514
4551,0.4851,2515
3913,0.485,2516
2067,0.485,2517
5921,0.485,2518
8258,0.485,2519
6657,0.4849,2520
7481,0.4849,2521
8884,0.4849,2522
9786,0.4849,2523
864,0.4848,2524
5574,0.4848,2525
5784,0.4848,2526
1899,0.4848,2527
2092,0.4847,2528
4590,0.4847,2529
326,0.4847,2530
8094,0.4847,2531
6282,0.4846,2532
4580,0.4846,2533
9354,0.4846,2534
9352,0.4845,2535
9519,0.4845,2536
4889,0.4845,2537
3865,0.4845,2538
7225,0.4844,2539
7444,0.4844,2540
4594,0.4844,2541
5202,0.4843,2542
9092,0.4843,2543
7957,0.4843,2544
4524,0.4842,2545
7952,0.4842,2546
4033,0.4842,2547
9025,0.4842,2548
5989,0.4841,2549
960,0.4841,2550
6108,0.4841,2551
793,0.4841,2552
6493,0.484,2553
8031,0.484,2554
3677,0.484,2555
3033,0.4839,2556
4681,0.4839,2557
412,0.4839,2558
5844,0.4839,2559
153,0.4839,2560
2540,0.4838,2561
4430,0.4838,2562
1946,0.4838,2563
7580,0.4837,2564
670,0.4836,2565
6877,0.4836,2566
9047,0.4836,2567
2535,0.4836,2568
8636,0.4836,2569
244,0.4835,2570
4637,0.4835,2571
6788,0.4834,2572
8197,0.4834,2573
8947,0.4834,2574
9554,0.4833,2575
8138,0.4833,2576
8613,0.4833,2577
1884,0.4833,2578
4479,0.4833,2579
3153,0.4833,2580
6079,0.4832,2581
8839,0.4832,2582
8155,0.4831,2583
1040,0.483,2584
6455,0.483,2585
6587,0.483,2586
5556,0.483,2587
1216,0.4829,2588
5927,0.4829,2589
4617,0.4828,2590
5114,0.4828,2591
2297,0.4828,2592
1731,0.4828,2593
4721,0.4828,2594
2753,0.4827,2595
9854,0.4827,2596
8529,0.4826,2597
6686,0.4826,2598
3686,0.4825,2599
7664,0.4825,2600
849,0.4825,2601
2272,0.4824,2602
2420,0.4824,2603
4616,0.4824,2604
8870,0.4824,2605
5866,0.4823,2606
5462,0.4822,2607
4351,0.4822,2608
5336,0.4822,2609
8943,0.4822,2610
4996,0.4822,2611
2505,0.4821,2612
4160,0.482,2613
1622,0.4819,2614
5400,0.4819,2615
8809,0.4819,2616
2647,0.4819,2617
6824,0.4819,2618
257,0.4818,2619
9360,0.4817,2620
6693,0.4817,2621
7431,0.4817,2622
683,0.4817,2623
2641,0.4817,2624
723,0.4816,2625
511,0.4816,2626
9184,0.4816,2627
7896,0.4815,2628
3038,0.4815,2629
3852,0.4814,2630
6098,0.4814,2631
3100,0.4814,2632
6674,0.4814,2633
1353,0.4813,2634
2023,0.4812,2635
2536,0.4812,2636
5169,0.4812,2637
2876,0.4812,2638
2290,0.4812,2639
923,0.4812,2640
4496,0.4812,2641
5004,0.4811,2642
894,0.4811,2643
7459,0.4811,2644
6240,0.4811,2645
7026,0.481,2646
4427,0.481,2647
6433,0.481,2648
5529,0.4809,2649
3627,0.4809,2650
1381,0.4809,2651
9814,0.4809,2652
695,0.4808,2653
5788,0.4808,2654
87,0.4807,2655
1681,0.4807,2656
4176,0.4807,2657
1293,0.4806,2658
5108,0.4806,2659
6924,0.4805,2660
9328,0.4804,2661
7815,0.4803,2662
2968,0.4803,2663
7775,0.4803,2664
6954,0.4803,2665
7049,0.4802,2666
1292,0.4802,2667
3626,0.4802,2668
8950,0.4801,2669
2149,0.4801,2670
1973,0.4801,2671
3094,0.4801,2672
6563,0.4801,2673
4118,0.4801,2674
3942,0.4799,2675
1838,0.4799,2676
5181,0.4798,2677
6333,0.4798,2678
8112,0.4798,2679
